study_accession,run_accession,read_count,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model
PRJEB33577,ERR3678618,12922292,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678621,3672396,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB44507,ERR5766169,117159708,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB44507,ERR5766171,3242894,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB44507,ERR5766173,212742092,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB44507,ERR5766176,1264120,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB44507,ERR5766177,153462012,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB44507,ERR5766182,138836358,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB35362,ERR3761402,8141919,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000
PRJEB35362,ERR3761403,7747881,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000
PRJEB35362,ERR3761408,9800269,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB35362,ERR3761409,10589492,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB35362,ERR3761410,10051093,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB35362,ERR3761411,24892166,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB33577,ERR3678594,1438970,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678595,15304920,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678597,1367199,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678599,7064300,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678607,6882345,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678613,10117801,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678615,8836605,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678617,8524592,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678619,14229667,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678620,9583702,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678622,9936692,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678624,5530387,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678625,11324602,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB44507,ERR5766168,1918168,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB44507,ERR5766165,2004080,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB44507,ERR5766167,209811616,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB44507,ERR5766172,233478108,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB44507,ERR5766178,123555284,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB44507,ERR5766179,1858404,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB44507,ERR5766183,84192332,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB35362,ERR3761406,5889655,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000
PRJEB35362,ERR3761407,11364901,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000
PRJEB35362,ERR3761412,23360146,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB35362,ERR3761413,28133147,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000
PRJEB33577,ERR3678596,10353438,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678598,7782746,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678601,1114804,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678604,23118425,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678605,10569418,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678608,2123728,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678609,8321042,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678616,14032087,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678623,13452715,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678626,5738343,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678627,25788839,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678628,54947917,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678629,38610767,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678600,5443576,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678602,7416592,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678603,14634783,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678606,16639508,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678611,6805768,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678612,3246140,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678614,16927900,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678618,12922292,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678621,3672396,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678596,10353438,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678598,7782746,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678601,1114804,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678604,23118425,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678605,10569418,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678608,2123728,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678609,8321042,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678616,14032087,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678623,13452715,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678626,5738343,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678627,25788839,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678628,54947917,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678629,38610767,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678594,1438970,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678595,15304920,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678597,1367199,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678599,7064300,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678607,6882345,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678613,10117801,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678615,8836605,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678617,8524592,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678619,14229667,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678620,9583702,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678622,9936692,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678624,5530387,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB33577,ERR3678625,11324602,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA880549,SRR24046654,21293497,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA880549,SRR24046655,28366462,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA880549,SRR24046658,22540894,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1111820,SRR29077483,34728076,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA1111820,SRR29077484,34623784,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJDB6620,DRR121514,2372367,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121516,1087247,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121520,1312134,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121521,3722448,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121522,2927674,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121523,1312821,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121527,4008053,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121535,2236590,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121536,3181399,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121537,3297786,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121546,3104606,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121548,1789401,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121549,2301892,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121554,2061355,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121556,3029313,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121560,3040277,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121563,3234594,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121564,3310458,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121565,2009081,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121566,2532245,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121569,2129368,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121577,1641980,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121578,2130108,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121588,1328221,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121589,3553149,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121593,3287997,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121594,1944276,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121596,3125674,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121599,2627083,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121600,2210148,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121601,2268370,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJNA1338582,SRR35797508,19943734,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB40824,ERR4686053,142865644,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 550
PRJEB40824,ERR4686054,168979188,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 550
PRJEB40824,ERR4686051,111514506,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 550
PRJNA1353574,SRR35908910,2381557,WGS,METAGENOMIC,RANDOM,SINGLE,OXFORD_NANOPORE,PromethION
PRJNA1353574,SRR35908931,6937701,WGS,METAGENOMIC,RANDOM,SINGLE,OXFORD_NANOPORE,PromethION
PRJNA1353574,SRR35908892,30174734,WGS,METAGENOMIC,RANDOM,PAIRED,DNBSEQ,DNBSEQ-T7
PRJNA1353574,SRR35908903,153207241,WGS,METAGENOMIC,RANDOM,PAIRED,DNBSEQ,DNBSEQ-T7
PRJNA1090561,SRR28493907,38569251,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1090561,SRR28493909,99826381,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1090561,SRR28493912,33045271,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1090561,SRR28493919,30778937,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676197,26488839,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676200,28067526,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676203,23683560,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676207,22789995,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676209,20212932,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676210,23799205,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676215,21498312,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676216,34390685,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1235522,SRR32676217,26783591,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB61989,ERR11468689,6978201,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 550
PRJEB61989,ERR11468693,5287593,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 550
PRJEB83219,ERR14057409,242902,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14057410,244452,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14057411,9613924,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14057412,9605212,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14057413,56206132,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14057414,56399668,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14100445,244452,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14100446,9613924,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB83219,ERR14100447,9605212,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026397,61228665,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026400,59806670,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026401,62732116,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026413,74346607,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026432,74378729,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026433,71646675,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026437,96260050,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026439,84637165,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026442,75550318,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026445,77332369,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026447,64906941,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026452,69616463,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026454,57141558,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1141435,SRR30026457,84291471,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB38343,ERR6050781,24649440,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJNA885613,SRR21764045,37640145,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764049,38408999,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764051,34369843,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764054,33767760,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764058,37432718,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764060,35341798,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764066,33676397,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA885613,SRR21764068,33434386,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA880549,SRR24046715,22725314,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1111820,SRR29077486,31584860,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA1137940,SRR29893462,72888790,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X
PRJDB6620,DRR121515,3138423,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121517,3437228,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121519,1948410,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121524,3864314,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121525,2838190,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121528,1324902,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121531,3079829,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121532,3276020,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121534,3029250,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121540,2968960,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121542,2659068,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121544,2507701,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121547,1731881,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121550,2805743,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121551,1987612,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121553,1630449,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121557,1499137,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121559,2954464,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121561,1505738,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121562,1869499,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121567,1655197,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121571,1919858,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121572,1972453,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121573,1293501,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121575,2363520,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121580,2345816,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121581,1805732,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121582,2352276,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121584,2487317,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121586,3822975,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121587,2985965,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121590,3145002,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121591,1317797,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121597,3210173,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJDB6620,DRR121598,2079744,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJNA1338582,SRR35797489,20690404,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1338582,SRR35797490,18573317,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1338582,SRR35797493,17138975,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
